,content
536,"Last weekend, Born Free moved King to its Big Cat Sanctuary based at <mention> in South Africa. Watch the moment King was introduced to his new home: <hyperlink> Thank you to everyone who made this possible! #LongLiveTheKing #EndExoticPetTrade #NotYourPet  🦁 <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
537,"Get hands on with the brand new ZenBook Pro Duo with our YouTube feature video coming soon...

👀 Stay tuned! <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> #ASUS #ZenBookProDuo <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <"
538,100+ teams 🚗 18 countries 🌎 #ShellEcoMarathon Asia is headed back to Malaysia! Young engineers from Asia and beyond will be pushing the limits of energy efficiency #MakeTheFuture <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
539,"Say hello to our crewmembers honored for outstanding performance in 2017.
Capt. Derrick Washington &amp; F/O Joe Rist; Sim Instructor of the Year – F/O Kristin Abell; OE Instructor of the Year – Capt. Scott Bolcik; Community Service – Capt. Brad Clark. Congratulations! #ProudUPSers <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
540,"1️⃣ in, 1️⃣ out for <mention>.

➡️ <mention> 👉 <hyperlink>
⬅️ <mention> 👉 <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
541,".<mention> CEO Doug Parker comments on $1000 bonus to employees “We believe it is the right thing to do for our team, which ultimately benefits our shareholders too."" #UnitedAirlines #OurTurn <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
542,Spend less time monitoring your apps and networks and more time on strategy and innovation. Join the #AzureMonitor community online from 9:00 AM to 12:00 PM PT on April 28 to learn how. Register now: <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
543,Liberia School Fire Leaves Many Children Dead Near Monrovia <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
544,"Happy Father's Day to all the Gadget Guru/Tech Savvy/Superhero Dads!  💙

Here are some of our favorite Father-Child Duos: <hyperlink> <hyperlink> #FathersDay <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
545,3 weeks to go. Finish this fight and don’t let the Hilltop down. #TWD <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
546,"#Messi vs Sevilla: 
38 games, 37 goals
Goat numbers. <hyperlink> <mention> <mention> <mention> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <"
547,Not the 300th race we were hoping for today 😔 #TurkishGP 🇹🇷 <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
548,".<mention> will host the AROUSA Tournament for 7v7 and 9v9 teams this June. Have you registered yet?

Learn more: <hyperlink>
Register: <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> #AryuSoccerTournament <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
549,"Make an ankle statement &gt;&gt;&gt; <hyperlink> <hyperlink> #freepersianss
<hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink"
550,"It's Public Radio Broadcasting Day! On Jan 13, 1910, inventor Lee de Forest set up microphones, a transmitter and antenna to broadcast a live performance from the Metropolitan Opera House. 

In honour of today, share your favourite CBC radio segment, or moment, with us. <hyperlink> #PublicRadioDay <hyperlink> #CBC <mention> <mention> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
551,"Summertime’s for good friends, loud laughs and sweet tea. How do you take yours, lemon or no lemon? 🍋 #nationalsweetteaday <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
552,"FG Releases 3,789 Inmates to Arrest Spread of Covid-19 in Correctional Centres <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
553,Couple who got engaged at Jets playoff game 22 years ago still going strong <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
554,Australia Confirms First Community Transmissions Of Coronavirus <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
555,Join #IT pros from around the world in the Mars Network Challenge to experience building the first off-world #network. Now playing in the #services booth. #CLEUR <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
556,"Independent Newspapers Honour Eminent Nigerians, Institutions <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
557,"More than 4,400 MNPS students are graduating! 116 of them are receiving the TN State Seal of Biliteracy for studying and attaining proficiency in 2 or more languages. Students earned fluency in: Arabic, Chinese, French, German, Latin, Japanese, Portuguese, &amp; Spanish #MNPSGrad19 <hyperlink> <hyperlink> <mention> <mention> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink>"
558,"Qatar Airways Cargo, the world’s second largest international cargo carrier is present at <mention> with the <mention> 747-8F. Stay tuned to find out more about this fantastic aircraft. #FIA18 <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
559,"#LTP Around South Africa in 2 minutes: Limpopo grannies will be showcasing their skills at the 2018 Fifa World Cup in Russia.

10 of the gogos, who play football for Vakhegula, left SA for Russia on Sunday where they will play in a veteran's league championship.

📞 089 110 3377 <hyperlink> <mention> <mention> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink>"
560,Pastor Arrested Over Alleged kidnapping <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
561,"#ThisFestiveSeason, #BeFestiveReady and shop to your heart’s content at The Raymond Group outlets. Get a flat 5% discount on all your shopping using #ICICIBank cards. More details on: <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
562,APC Chieftain Urges NASS To Deal With Genesis Of Hate Speech <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
563,"YYYYYYYYYYYYYYYEEEEEEEEEEEEEEEEEEEESSSSSSSSSSSSSSSSSSSSSSSSSSSS!!!!!!

10/1 EVENING ACCUMULATOR LANDS!

GET IN!

3 ACCA WINS IN 2 DAYS! <hyperlink> #FootySuperTips

#footysupertips #footy <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink>"
564,Theresa May’s resignation publicly demanded by MPs as price for backing Brexit deal <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
565,Aretha Franklin being transported in vintage white hearse used by Rosa Parks <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
566,"Announcing a new initiative: Gen Arm2Z,  an <mention>-led global initiative of kids, technologists, educators, thought leaders, and families to help empower generation Z to rule the next wave of technology. More on what this means here: <hyperlink> #SXSW <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
567,"Nigeria Oil Output 1.6-1.7 Million BPD, In Line With OPEC Cut – NNPC <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
568,Today was beyond amazing for so many reasons.  I’ll remember it always. Thank you to everyone who was a part of it and who are part of the movement. Here’s a photo of our Crew + several (but not all!) portfolio company co-founders. Mind = blown. #SXSW <hyperlink> <mention> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink
569,"""You want these? Come get 'em!"" Enter the #SpiderManFarFromHome sweepstakes for your chance to win a pair of OFFICIAL PROP EDITH glasses, a poster signed by the cast, and more! <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
570,The Impressive Dossier Of Dr. Habiba Lawal <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
571,"I wasn't even going to respond to Luc, but Clayton was dead on, so I figured I should post this. <hyperlink> #SnoozingWithLuc 
<mention> <mention> <mention> <mention> <mention> <mention> <mention> <mention> <mention> <mention> <mention> <mention> <mention> <mention>"
572,"Your local Wall Market... err Walmart... has #FF7R available for pre-order right now.

It arrives for PlayStation 4 on April 10, 2020.

👉 <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
573,SPY: Someone really should tell Daniel it is possible to over accessorise... #RBspy 🕵️‍♂️ #RB14 <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
574,Ronaldo Set To Resume Training From Tuesday <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
575,Smooth light operator. New #Peugeot508 <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
576,"Messi, Gentlemen’s Agreement Which Could See Him Leave Barca For Nothing <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
577,I made a friend today <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
578,"If you programmed your #Thanksgiving day, what would your code look like? 🦃 Comment below! ⬇️ <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
579,"COVID-19: Atiku Makes Clarification, Gives Update On His Son <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
580,#ThrowbackThursday The Beatles' Abbey Road album cover photo taken 50 years ago today.  | <mention> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
581,"Woman’s N350m Demand From DSS, Lebanese Gets Judgment In April <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
582,"Barack Obama suggests a ""robust system of testing and monitoring"" is needed before the United States can ease the current coronavirus measures <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
583,"Hunters, we've hit another big #MHWorld milestone: 13 million units shipped worldwide! ❤️

We're celebrating by giving everyone a special item pack! Look out for these useful items when you claim your Daily Login Bonus between July 25 and August 29. <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
584,"A full house at the Women in Collaboration luncheon, here at #CCSummit2019. 

Guests were treated to a panel of superstars! ⭐️ 

<mention> 
<mention> 
<mention> 
<mention> 
Tamara Jensen of <mention> 

#womenleaders <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
585,Laura Marling Declares May Tour Of UK <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
586,"#Toyota <mention> trio is ready to kick-start the new season, Rallye #MonteCarlo18 ! <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper"
587,Wednesday is almost here!  Come join us at Emerson's networking event at St. Arnold's Brewery to expand your network and of course to enjoy a beverage or two!  Click to RSVP. <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
588,"Advancing care for patients with #breastcancer is a top priority for Pfizer. See a new analysis comparing chemotherapy treatments from two #clinicaltrials in patients with advanced breast #cancer being presented at #ISPOREU on November 14-18.
[<hyperlink> <hyperlink> <hyperlink> <hyperlink>] <mention> <mention> <mention> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <"
589,"We're all very quick to complain, myself included! So I want to compliment the lovely staff on the 4pm GWR train from Bristol Temple Meads to Paddington for being so kind and me and my little lady 💕 This is Train Manager Mark teaching Nora how to stamp tickets, hero!   <mention> <hyperlink> <mention> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink"
590,JUST ANNOUNCED: <mention> returns to #Houston on September 16! Tickets on sale Friday at 10am! <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyperlink> <hyper
